Data;Ano;Último;Abertura;Máxima;Mínima;Vol.;Var%;;
05.03.2013;2013;55.950,73;56.508,07;57.226,86;55.950,73;4,26M;-0,97%;;
04.03.2013;2013;56.499,17;56.877,80;56.877,80;56.067,07;4,03M;-0,68%;;
01.03.2013;2013;56.883,99;57.422,21;57.422,21;56.525,66;3,89M;-0,94%;;
28.02.2013;2013;57.424,29;57.273,10;57.798,48;56.925,18;4,44M;0,26%;;
27.02.2013;2013;57.273,88;56.948,35;57.402,28;56.684,50;5,03M;0,57%;;
26.02.2013;2013;56.948,87;56.616,07;57.007,27;56.047,16;4,51M;0,59%;;
25.02.2013;2013;56.617,56;56.697,56;57.157,14;56.418,75;3,97M;-0,14%;;
22.02.2013;2013;56.697,06;56.158,58;56.742,25;56.106,88;5,11M;0,97%;;
21.02.2013;2013;56.154,68;56.152,66;56.227,24;55.430,26;4,92M;-0,04%;;
20.02.2013;2013;56.177,60;57.312,46;57.568,89;56.034,29;4,95M;-1,98%;;
19.02.2013;2013;57.314,40;57.619,38;58.060,89;57.233,95;3,92M;-0,52%;;
18.02.2013;2013;57.613,90;57.905,69;57.929,12;57.420,30;2,70M;-0,50%;;
15.02.2013;2013;57.903,30;58.075,64;58.352,45;57.801,67;3,44M;-0,30%;;
14.02.2013;2013;58.077,31;58.405,74;58.405,74;57.750,70;2,39M;-0,56%;;
13.02.2013;2013;58.405,74;58.494,50;58.754,45;58.251,89;2,80M;-0,16%;;
08.02.2013;2013;58.497,83;58.374,10;58.638,39;58.024,56;3,15M;0,21%;;
07.02.2013;2013;58.372,46;58.936,31;59.435,43;58.115,51;4,07M;-0,98%;;
06.02.2013;2013;58.951,07;59.441,63;59.582,09;58.587,81;4,41M;-0,83%;;
05.02.2013;2013;59.444,97;59.575,66;59.974,37;59.132,34;4,43M;-0,22%;;
04.02.2013;2013;59.575,66;60.350,37;60.350,37;59.256,01;3,35M;-1,28%;;
01.02.2013;2013;60.351,16;59.764,49;60.496,05;59.742,40;3,41M;0,99%;;
31.01.2013;2013;59.761,49;59.344,44;59.771,23;59.114,02;4,75M;0,72%;;
30.01.2013;2013;59.336,70;60.404,64;60.404,64;59.305,44;4,66M;-1,77%;;
29.01.2013;2013;60.406,33;60.027,00;60.427,64;59.757,70;3,19M;0,63%;;
28.01.2013;2013;60.027,07;61.177,74;61.312,86;59.921,35;3,43M;-1,87%;;
24.01.2013;2013;61.169,83;61.965,59;62.249,42;60.838,29;3,61M;-1,29%;;
23.01.2013;2013;61.966,26;61.692,29;61.969,36;61.542,52;3,21M;0,44%;;
22.01.2013;2013;61.692,29;61.904,35;61.995,23;61.534,06;3,47M;-0,34%;;
21.01.2013;2013;61.899,71;61.962,34;62.051,78;61.804,24;2,14M;-0,09%;;
18.01.2013;2013;61.956,14;62.196,86;62.395,20;61.822,46;3,50M;-0,38%;;
17.01.2013;2013;62.194,06;61.806,18;62.309,42;61.683,11;3,38M;0,66%;;
16.01.2013;2013;61.787,35;61.725,63;61.787,35;61.241,06;2,79M;0,10%;;
15.01.2013;2013;61.727,61;62.078,96;62.151,36;61.694,62;3,82M;-0,57%;;
14.01.2013;2013;62.080,79;61.511,35;62.284,76;61.511,35;3,48M;0,95%;;
11.01.2013;2013;61.497,43;61.661,87;61.682,83;61.198,00;3,16M;-0,29%;;
10.01.2013;2013;61.678,31;61.578,02;61.947,20;61.156,05;4,10M;0,16%;;
09.01.2013;2013;61.578,58;61.128,79;61.811,77;61.102,69;3,24M;0,74%;;
08.01.2013;2013;61.127,84;61.932,87;62.264,99;61.080,92;3,84M;-1,30%;;
07.01.2013;2013;61.932,54;62.523,06;62.698,87;61.639,34;3,99M;-0,94%;;
04.01.2013;2013;62.523,06;63.314,22;63.314,22;62.414,98;6,23M;-1,25%;;
03.01.2013;2013;63.312,46;62.555,04;63.472,55;62.341,48;3,36M;1,22%;;
02.01.2013;2013;62.550,10;60.990,34;62.886,96;60.990,34;3,74M;2,62%;;
